Cultivo,Ubicaciones,Rendimiento,Tamaño,Fertilizantes
cherry,El Ejido,2.71,4,True
cherry,Campohermoso,2.46,1,True
Raf,El Alquian,5.33,2,True
corazon de buey,La Mojonera,7.46,3,False
 de pera,Campohermoso,2.05,3,False
kumato,La Mojonera,9.08,1,True
cherry,El Ejido,3.03,2,False
verde,Campohermoso,9.66,3,False
cherry,Campohermoso,1.39,3,False
cherry,El Alquian,7.79,3,True
Raf,El Ejido,6.97,2,False
corazon de buey,La Mojonera,2.63,3,False
bola,El Ejido,5.35,2,True
cherry,El Alquian,9.09,2,False
 de pera,Campohermoso,8.45,1,False
kumato,Campohermoso,2.9,3,False
rosa,Campohermoso,5.14,1,False
verde,El Alquian,4.42,2,False
rosa,El Alquian,6.47,2,True
cherry,La Mojonera,4.88,1,False
rosa,El Ejido,7.24,1,True
cherry,El Alquian,1.85,3,True
 de pera,Nijar,8.76,1,False
 de pera,El Alquian,5.14,1,False
rosa,El Alquian,5.85,4,False
bola,Nijar,4.18,1,False
corazon de buey,La Mojonera,0.06,2,False
 de pera,La Mojonera,1.77,3,True
rosa,Campohermoso,6.81,1,True
rosa,Campohermoso,6.02,1,True
bola,El Ejido,2.83,4,True
rosa,La Mojonera,6.74,1,False
 de pera,Campohermoso,9.22,3,True
corazon de buey,Campohermoso,6.54,3,False
 de pera,Campohermoso,4.31,1,True
 de pera,La Mojonera,0.38,1,True
verde,El Ejido,8.18,4,False
kumato,El Alquian,1.44,2,False
bola,Nijar,5.07,2,False
rosa,El Ejido,6.5,4,True
kumato,El Alquian,2.69,2,True
rosa,La Mojonera,3.65,3,False
Raf,La Mojonera,1.0,4,False
cherry,Campohermoso,5.34,3,True
 de pera,El Alquian,0.81,4,True
Raf,Nijar,2.54,4,False
kumato,Campohermoso,2.87,1,True
verde,Campohermoso,5.92,1,True
rosa,El Alquian,0.18,3,False
cherry,La Mojonera,5.9,3,True
verde,Nijar,4.42,3,False
Raf,La Mojonera,3.53,2,False
 de pera,Campohermoso,0.42,2,False
corazon de buey,El Ejido,7.56,3,True
rosa,El Ejido,8.63,3,True
bola,Campohermoso,0.53,3,True
kumato,Nijar,7.62,4,True
rosa,Campohermoso,3.55,2,True
cherry,El Ejido,1.14,1,False
corazon de buey,El Ejido,6.36,1,False
kumato,Campohermoso,7.11,1,False
Raf,Nijar,2.84,1,True
corazon de buey,Nijar,9.79,2,False
rosa,La Mojonera,1.52,2,True
bola,El Alquian,5.68,4,True
corazon de buey,El Alquian,1.26,2,True
 de pera,La Mojonera,9.46,3,False
 de pera,La Mojonera,5.86,2,True
corazon de buey,Campohermoso,8.03,2,True
rosa,La Mojonera,7.31,1,True
Raf,La Mojonera,9.83,4,False
 de pera,El Alquian,7.64,2,False
Raf,El Ejido,3.91,1,False
kumato,El Ejido,7.11,2,True
kumato,El Alquian,6.08,3,False
cherry,La Mojonera,2.8,2,True
kumato,Nijar,0.49,2,False
corazon de buey,El Alquian,8.3,3,True
rosa,La Mojonera,7.18,2,True
corazon de buey,Nijar,1.71,2,False
cherry,El Ejido,7.31,3,True
verde,El Alquian,5.18,2,False
verde,Campohermoso,6.82,3,True
verde,Campohermoso,6.43,3,True
verde,El Ejido,4.82,1,True
corazon de buey,Nijar,5.99,2,True
kumato,Campohermoso,8.63,4,True
kumato,La Mojonera,9.53,2,False
bola,La Mojonera,6.79,3,True
kumato,El Alquian,0.32,4,True
Raf,Campohermoso,5.09,1,False
bola,Campohermoso,5.51,1,False
Raf,Campohermoso,2.21,4,False
corazon de buey,La Mojonera,0.21,3,True
corazon de buey,La Mojonera,7.13,2,True
 de pera,Campohermoso,8.62,1,True
 de pera,El Alquian,2.21,1,False
bola,Nijar,4.68,2,True
 de pera,Nijar,5.35,4,False
kumato,El Ejido,2.7,3,True
kumato,Nijar,7.94,1,False
bola,Nijar,2.92,3,True
corazon de buey,Nijar,0.78,3,True
rosa,Campohermoso,1.28,2,False
 de pera,El Alquian,3.55,1,True
rosa,Campohermoso,9.93,1,False
cherry,La Mojonera,1.15,3,False
corazon de buey,Nijar,1.75,3,False
 de pera,Campohermoso,0.52,1,False
verde,La Mojonera,8.89,2,False
rosa,El Alquian,7.27,1,False
corazon de buey,La Mojonera,3.02,2,True
cherry,El Ejido,1.73,3,False
bola,El Alquian,8.18,1,False
 de pera,La Mojonera,7.87,1,False
 de pera,El Ejido,8.85,3,True
 de pera,Nijar,0.83,1,True
bola,Campohermoso,0.2,3,False
corazon de buey,Nijar,3.63,1,False
 de pera,La Mojonera,0.59,3,True
cherry,La Mojonera,8.54,3,False
kumato,Campohermoso,6.12,1,True
bola,El Alquian,7.9,2,True
verde,Nijar,6.59,3,False
verde,La Mojonera,2.77,2,True
cherry,Campohermoso,0.8,3,False
corazon de buey,El Ejido,3.93,4,False
Raf,La Mojonera,9.87,4,False
verde,Campohermoso,3.5,1,True
Raf,La Mojonera,3.29,4,False
cherry,Campohermoso,3.57,1,True
rosa,Campohermoso,1.2,2,True
bola,Campohermoso,4.41,4,True
corazon de buey,El Alquian,5.69,2,False
bola,La Mojonera,2.01,3,True
Raf,El Ejido,5.48,2,True
verde,Nijar,5.38,4,False
rosa,El Ejido,2.66,1,True
cherry,El Ejido,4.89,3,True
cherry,El Alquian,2.11,2,False
corazon de buey,El Alquian,0.42,2,False
 de pera,El Alquian,0.3,2,True
Raf,El Ejido,5.13,4,False
rosa,La Mojonera,8.52,1,False
verde,Nijar,7.85,4,True
 de pera,Nijar,1.43,1,False
 de pera,La Mojonera,6.0,2,False
cherry,Campohermoso,0.87,2,True
verde,El Alquian,8.24,3,False
verde,Campohermoso,3.65,2,False
rosa,Campohermoso,4.6,4,False
corazon de buey,Nijar,4.54,1,False
rosa,Campohermoso,2.09,2,False
bola,El Alquian,0.42,4,False
 de pera,Nijar,8.61,3,True
Raf,La Mojonera,5.49,3,True
bola,Campohermoso,5.79,2,True
kumato,Campohermoso,4.38,3,False
corazon de buey,Nijar,0.27,2,False
rosa,La Mojonera,3.66,4,False
Raf,El Ejido,7.85,3,False
bola,El Alquian,9.74,4,False
verde,La Mojonera,4.89,1,True
bola,Nijar,3.27,3,True
cherry,El Ejido,2.05,2,True
kumato,El Ejido,3.85,2,False
bola,Nijar,0.6,1,False
corazon de buey,Nijar,5.85,3,False
corazon de buey,Campohermoso,9.45,3,True
corazon de buey,Nijar,1.08,3,True
corazon de buey,Campohermoso,9.52,2,True
kumato,La Mojonera,0.36,2,True
bola,El Alquian,7.99,4,True
bola,El Ejido,1.99,2,True
bola,El Alquian,1.97,2,False
verde,Campohermoso,0.1,2,True
Raf,Campohermoso,7.1,2,True
corazon de buey,El Alquian,0.87,1,True
verde,El Ejido,2.59,3,False
corazon de buey,Nijar,8.93,4,True
 de pera,La Mojonera,7.05,3,False
rosa,El Ejido,2.27,2,True
bola,Campohermoso,2.35,4,False
corazon de buey,El Alquian,1.08,2,True
corazon de buey,La Mojonera,5.56,3,False
cherry,El Alquian,8.16,2,False
Raf,Nijar,4.93,2,True
verde,La Mojonera,5.1,2,True
cherry,El Alquian,2.61,3,True
rosa,Campohermoso,5.56,2,True
bola,Nijar,4.03,4,False
 de pera,El Ejido,0.78,4,True
bola,Campohermoso,3.06,3,False
corazon de buey,El Ejido,8.32,1,False
verde,El Ejido,9.33,1,True
cherry,El Alquian,1.16,4,True
rosa,Campohermoso,0.06,1,True
verde,El Alquian,8.72,3,True
 de pera,Nijar,1.46,2,False
corazon de buey,El Alquian,8.34,2,False
kumato,El Alquian,8.58,3,False
bola,El Alquian,3.24,3,False
bola,Nijar,7.32,4,True
verde,El Ejido,6.75,2,True
 de pera,El Alquian,5.09,4,False
rosa,Nijar,1.31,3,False
 de pera,El Alquian,0.18,1,True
 de pera,Campohermoso,3.83,3,False
cherry,El Alquian,4.23,1,True
kumato,La Mojonera,6.72,1,True
bola,La Mojonera,7.67,2,False
verde,Nijar,9.59,2,False
corazon de buey,La Mojonera,2.14,4,False
 de pera,La Mojonera,4.32,3,True
corazon de buey,El Alquian,1.47,3,False
bola,La Mojonera,5.76,1,True
 de pera,Campohermoso,8.84,2,False
Raf,Nijar,7.13,3,False
kumato,La Mojonera,1.82,4,False
 de pera,El Ejido,3.55,1,True
Raf,La Mojonera,3.0,4,False
bola,El Ejido,6.85,4,False
bola,El Alquian,7.76,2,True
bola,Nijar,2.51,2,False
rosa,Nijar,2.28,2,False
corazon de buey,La Mojonera,6.54,4,True
corazon de buey,Nijar,4.29,1,True
kumato,La Mojonera,3.71,2,True
kumato,La Mojonera,3.16,4,True
kumato,Campohermoso,8.7,1,False
verde,Campohermoso,7.95,1,True
rosa,El Ejido,8.79,3,True
cherry,Campohermoso,1.32,4,False
bola,Campohermoso,2.51,2,True
Raf,El Alquian,6.07,2,False
 de pera,Campohermoso,4.45,3,False
bola,La Mojonera,9.54,2,False
kumato,El Ejido,8.85,4,False
corazon de buey,El Ejido,9.93,2,True
kumato,Campohermoso,2.75,2,False
bola,El Ejido,0.25,1,True
rosa,La Mojonera,8.95,4,False
Raf,Nijar,5.43,3,True
bola,Campohermoso,3.51,4,False
cherry,El Alquian,1.61,4,True
cherry,Campohermoso,0.45,3,False
rosa,El Alquian,0.76,4,False
bola,Nijar,0.18,1,False
Raf,Campohermoso,5.15,2,True
Raf,Campohermoso,8.85,4,False
 de pera,El Alquian,9.62,4,False
verde,El Ejido,4.28,2,False
rosa,Campohermoso,8.65,2,False
bola,Campohermoso,9.96,3,False
Raf,La Mojonera,9.92,4,False
Raf,Campohermoso,5.75,4,False
 de pera,El Alquian,0.26,4,False
kumato,Campohermoso,9.84,1,True
corazon de buey,Campohermoso,5.06,2,True
kumato,Nijar,6.16,2,False
rosa,Campohermoso,2.47,1,True
 de pera,La Mojonera,8.42,3,False
Raf,La Mojonera,6.44,1,False
Raf,Nijar,5.93,1,False
corazon de buey,La Mojonera,7.02,4,True
corazon de buey,El Ejido,5.05,2,False
kumato,La Mojonera,1.92,1,False
rosa,Campohermoso,1.62,2,True
cherry,El Alquian,4.31,1,True
bola,El Ejido,9.42,1,False
rosa,Nijar,9.28,4,False
 de pera,El Alquian,6.78,4,True
bola,El Alquian,5.37,2,True
verde,El Ejido,0.51,2,True
verde,Nijar,4.59,3,True
cherry,Nijar,2.7,1,False
cherry,La Mojonera,6.15,4,True
 de pera,El Alquian,8.12,2,False
rosa,Campohermoso,7.52,4,False
 de pera,El Ejido,6.81,4,False
Raf,La Mojonera,7.38,2,False
verde,El Ejido,7.07,3,True
kumato,Campohermoso,1.21,4,False
Raf,El Alquian,5.73,3,True
rosa,Campohermoso,6.65,4,True
bola,Nijar,8.26,1,True
Raf,El Ejido,4.6,2,False
Raf,El Alquian,4.68,3,True
Raf,El Alquian,2.08,3,False
cherry,El Alquian,6.34,4,True
verde,El Ejido,7.52,2,False
cherry,Nijar,7.21,3,True
verde,Nijar,8.45,1,True
kumato,La Mojonera,7.17,4,True
corazon de buey,Nijar,4.69,4,False
bola,Campohermoso,2.84,4,True
corazon de buey,Nijar,7.56,3,False
kumato,Campohermoso,0.95,3,False
cherry,El Alquian,0.42,4,True
rosa,El Alquian,5.27,1,False
cherry,La Mojonera,9.45,1,False
rosa,El Ejido,1.34,3,True
bola,El Alquian,7.31,4,False
bola,Nijar,5.78,1,False
rosa,La Mojonera,3.16,4,False
verde,El Ejido,5.75,2,False
verde,El Ejido,5.37,4,True
 de pera,El Ejido,2.63,1,False
bola,El Alquian,1.27,1,False
bola,Campohermoso,5.43,2,True
cherry,Nijar,0.61,3,True
corazon de buey,El Ejido,0.09,4,True
rosa,Campohermoso,3.99,1,False
cherry,Campohermoso,3.01,2,True
Raf,Campohermoso,9.84,2,False
Raf,La Mojonera,9.01,2,False
bola,La Mojonera,0.96,1,False
bola,El Alquian,3.06,4,True
rosa,El Ejido,2.99,4,False
kumato,Campohermoso,9.07,1,False
verde,La Mojonera,5.75,2,True
cherry,El Ejido,9.25,4,False
verde,La Mojonera,5.36,3,True
 de pera,El Alquian,0.04,2,False
bola,Nijar,6.29,2,True
rosa,Campohermoso,1.5,2,True
corazon de buey,Campohermoso,5.94,4,False
 de pera,La Mojonera,0.2,2,True
rosa,Campohermoso,3.85,2,True
corazon de buey,La Mojonera,9.84,1,False
 de pera,El Ejido,3.44,2,True
kumato,El Ejido,2.28,3,True
cherry,Campohermoso,5.0,2,True
bola,El Alquian,6.14,4,True
kumato,El Ejido,4.03,3,True
corazon de buey,La Mojonera,5.17,1,False
rosa,El Alquian,3.79,2,True
 de pera,La Mojonera,0.27,1,False
 de pera,El Alquian,4.57,3,False
kumato,La Mojonera,1.01,1,True
Raf,El Alquian,4.15,4,False
cherry,El Alquian,9.08,3,False
cherry,Nijar,8.09,2,False
cherry,El Ejido,4.46,2,True
 de pera,Nijar,1.36,3,False
Raf,El Alquian,9.77,4,False
corazon de buey,El Alquian,1.79,4,True
bola,La Mojonera,7.36,2,True
kumato,La Mojonera,9.39,3,False
verde,El Ejido,9.99,2,True
Raf,El Ejido,1.7,1,True
verde,El Alquian,5.41,2,False
kumato,El Ejido,0.41,3,True
rosa,El Ejido,2.41,2,True
Raf,El Ejido,9.05,2,False
verde,El Ejido,7.64,1,True
rosa,La Mojonera,0.21,1,True
corazon de buey,El Ejido,4.88,2,False
corazon de buey,El Ejido,8.47,1,False
bola,El Alquian,9.83,3,True
corazon de buey,El Ejido,7.3,2,False
corazon de buey,Campohermoso,5.08,1,True
corazon de buey,Campohermoso,1.45,3,False
rosa,El Alquian,1.94,1,False
corazon de buey,El Alquian,7.25,4,True
verde,Nijar,0.89,4,True
corazon de buey,Nijar,9.02,4,True
verde,Nijar,0.82,1,False
corazon de buey,El Alquian,6.2,3,False
cherry,El Alquian,8.08,3,True
bola,El Ejido,5.08,4,True
bola,La Mojonera,4.66,4,False
kumato,La Mojonera,7.07,4,True
cherry,Nijar,6.46,4,False
Raf,El Ejido,4.61,2,False
rosa,Campohermoso,5.23,3,False
kumato,Campohermoso,6.32,1,True
rosa,La Mojonera,3.81,2,False
cherry,El Ejido,4.19,3,True
cherry,El Alquian,8.36,4,True
corazon de buey,La Mojonera,8.4,3,False
cherry,El Ejido,6.27,2,True
corazon de buey,La Mojonera,0.17,2,False
Raf,La Mojonera,3.53,4,True
corazon de buey,El Alquian,1.72,4,False
corazon de buey,Campohermoso,9.25,4,True
rosa,Campohermoso,6.21,2,False
corazon de buey,El Ejido,6.37,3,True
verde,El Ejido,0.03,2,True
 de pera,Campohermoso,1.73,3,True
 de pera,La Mojonera,9.49,3,False
verde,El Ejido,5.77,1,True
bola,El Ejido,5.91,1,False
Raf,Nijar,7.05,2,False
 de pera,El Alquian,9.45,2,True
Raf,Nijar,0.81,3,True
corazon de buey,El Ejido,2.59,3,True
kumato,La Mojonera,9.95,2,False
 de pera,La Mojonera,8.13,1,True
bola,Campohermoso,8.16,1,True
 de pera,Campohermoso,5.45,1,True
 de pera,Nijar,6.66,2,False
bola,La Mojonera,2.59,2,False
verde,Campohermoso,7.78,2,False
corazon de buey,El Ejido,3.61,4,False
cherry,Nijar,0.08,2,True
rosa,Campohermoso,1.65,1,True
verde,Nijar,6.15,2,False
cherry,El Ejido,2.14,4,True
cherry,La Mojonera,6.23,1,False
corazon de buey,Campohermoso,9.31,2,False
rosa,La Mojonera,7.73,1,False
kumato,El Ejido,2.23,2,True
bola,La Mojonera,4.94,2,True
 de pera,El Ejido,7.94,2,False
corazon de buey,El Ejido,2.45,4,True
rosa,La Mojonera,4.03,1,True
kumato,Campohermoso,8.7,1,True
Raf,La Mojonera,3.77,3,False
cherry,Campohermoso,3.2,3,False
Raf,El Ejido,9.41,4,False
rosa,El Alquian,0.14,2,True
rosa,El Ejido,4.61,1,True
bola,La Mojonera,7.16,4,True
kumato,El Ejido,4.66,1,True
rosa,Nijar,1.44,1,True
 de pera,Nijar,0.14,1,False
bola,Campohermoso,1.99,4,False
rosa,El Alquian,6.85,3,True
cherry,El Alquian,1.39,3,True
corazon de buey,El Alquian,9.73,3,False
Raf,Nijar,4.37,4,True
kumato,Nijar,3.91,3,True
corazon de buey,La Mojonera,7.26,1,False
rosa,La Mojonera,2.47,3,True
kumato,El Alquian,1.55,1,True
verde,El Ejido,0.34,4,True
rosa,El Ejido,7.35,4,True
 de pera,La Mojonera,0.21,3,False
verde,Nijar,9.36,4,False
kumato,El Alquian,7.89,4,False
verde,El Alquian,8.05,1,False
cherry,El Alquian,6.03,4,True
rosa,Nijar,3.19,1,False
rosa,El Alquian,4.15,2,False
bola,El Ejido,0.86,4,True
Raf,El Alquian,6.36,2,True
 de pera,Nijar,2.97,4,False
rosa,La Mojonera,5.05,3,True
bola,El Alquian,6.82,4,True
kumato,Campohermoso,4.36,3,True
kumato,El Alquian,3.96,2,False
kumato,Nijar,9.64,4,True
kumato,El Alquian,5.55,2,False
rosa,Campohermoso,6.34,4,True
Raf,Campohermoso,4.44,2,True
corazon de buey,Campohermoso,1.58,1,False
Raf,Nijar,8.63,4,True
bola,Nijar,9.78,2,False
rosa,El Alquian,8.32,2,True
bola,Nijar,1.95,3,True
bola,La Mojonera,9.48,4,True
cherry,Campohermoso,6.92,1,False
