Cultivo,Ubicación,Tamaño,Rendimiento,Fertilizantes
cacao,Canarias,Grande,6.63,True
arroz,Valencia,Mediana,1.02,True
banano,Valencia,Pequeña,3.96,True
trigo,Murcia,Grande,5.06,True
banano,Granada,Mediana,9.54,True
maíz,Valencia,Mediana,7.89,False
maíz,Almeria,Pequeña,1.16,True
café,Canarias,Grande,5.88,False
maíz,Valencia,Pequeña,3.15,True
maíz,Granada,Grande,2.97,True
maíz,Murcia,Grande,6.2,False
maíz,Valencia,Mediana,6.01,True
trigo,Valencia,Mediana,8.91,True
arroz,Almeria,Grande,8.87,False
trigo,Granada,Grande,2.37,True
café,Valencia,Grande,2.3,True
café,Valencia,Mediana,6.06,True
maíz,Murcia,Mediana,4.45,True
cacao,Valencia,Mediana,1.95,True
arroz,Almeria,Pequeña,4.02,False
cacao,Canarias,Pequeña,2.75,True
banano,Valencia,Mediana,8.63,False
banano,Valencia,Grande,9.33,False
trigo,Valencia,Pequeña,6.93,False
cacao,Almeria,Pequeña,8.76,False
maíz,Almeria,Mediana,3.97,False
maíz,Canarias,Grande,3.23,False
café,Valencia,Grande,3.78,True
café,Murcia,Grande,1.68,False
trigo,Valencia,Mediana,4.36,True
cacao,Almeria,Grande,7.94,True
maíz,Granada,Grande,1.31,False
trigo,Murcia,Mediana,2.64,True
cacao,Almeria,Mediana,2.75,True
café,Valencia,Grande,2.03,True
trigo,Canarias,Pequeña,1.92,False
banano,Almeria,Mediana,1.58,False
trigo,Canarias,Pequeña,2.51,True
trigo,Granada,Grande,6.21,False
banano,Murcia,Mediana,2.07,False
trigo,Valencia,Mediana,4.95,False
trigo,Granada,Grande,9.57,True
café,Canarias,Pequeña,2.66,True
trigo,Granada,Grande,6.97,False
café,Valencia,Pequeña,1.89,True
trigo,Valencia,Grande,1.58,True
café,Granada,Pequeña,1.71,False
banano,Murcia,Grande,9.26,True
café,Almeria,Mediana,7.01,True
maíz,Valencia,Mediana,1.36,False
trigo,Murcia,Grande,3.98,False
café,Granada,Grande,8.7,False
café,Granada,Pequeña,9.77,False
banano,Granada,Grande,3.02,False
café,Valencia,Pequeña,7.09,True
trigo,Valencia,Grande,8.04,True
maíz,Murcia,Mediana,5.51,True
arroz,Granada,Grande,9.85,False
cacao,Almeria,Grande,8.95,True
trigo,Almeria,Grande,9.84,True
banano,Almeria,Pequeña,7.02,True
café,Canarias,Grande,9.17,True
cacao,Almeria,Grande,4.31,False
trigo,Almeria,Pequeña,9.48,True
café,Canarias,Grande,9.55,True
arroz,Granada,Mediana,5.95,True
banano,Murcia,Mediana,3.39,False
arroz,Murcia,Pequeña,8.17,True
café,Almeria,Mediana,3.13,True
banano,Granada,Pequeña,2.98,False
maíz,Canarias,Mediana,5.5,True
maíz,Almeria,Pequeña,7.63,True
cacao,Almeria,Grande,5.92,True
cacao,Canarias,Mediana,8.72,True
maíz,Granada,Pequeña,7.11,False
café,Valencia,Grande,6.52,True
banano,Valencia,Mediana,7.86,True
banano,Valencia,Mediana,8.31,True
cacao,Valencia,Pequeña,5.02,False
arroz,Valencia,Grande,4.88,False
trigo,Murcia,Grande,5.15,False
arroz,Valencia,Mediana,9.21,True
maíz,Canarias,Pequeña,7.34,True
arroz,Canarias,Pequeña,6.55,False
cacao,Granada,Grande,9.28,False
cacao,Canarias,Mediana,7.61,True
trigo,Granada,Mediana,2.07,False
banano,Valencia,Pequeña,9.69,True
trigo,Canarias,Grande,5.83,False
maíz,Valencia,Grande,2.89,True
banano,Valencia,Grande,9.22,True
arroz,Almeria,Grande,4.85,False
banano,Granada,Mediana,3.05,False
banano,Canarias,Mediana,1.2,False
arroz,Valencia,Pequeña,5.19,False
cacao,Canarias,Pequeña,3.79,True
banano,Valencia,Mediana,8.46,False
maíz,Granada,Grande,4.27,False
café,Granada,Grande,1.18,True
arroz,Canarias,Mediana,8.52,True
trigo,Granada,Grande,1.17,False
trigo,Almeria,Pequeña,8.29,True
banano,Almeria,Mediana,8.74,True
trigo,Valencia,Grande,9.71,False
café,Valencia,Mediana,3.49,False
cacao,Canarias,Mediana,8.11,False
arroz,Valencia,Grande,2.77,False
arroz,Granada,Grande,5.78,True
cacao,Valencia,Grande,8.84,False
café,Canarias,Mediana,5.6,True
trigo,Granada,Mediana,8.72,True
café,Almeria,Pequeña,8.96,False
maíz,Valencia,Mediana,6.2,False
trigo,Granada,Grande,9.97,False
arroz,Almeria,Mediana,3.92,False
trigo,Granada,Pequeña,1.69,False
arroz,Canarias,Grande,1.42,False
maíz,Canarias,Mediana,7.25,True
maíz,Valencia,Pequeña,1.74,True
maíz,Almeria,Pequeña,2.66,True
maíz,Almeria,Pequeña,4.37,True
banano,Almeria,Pequeña,5.89,False
arroz,Valencia,Pequeña,1.99,True
arroz,Murcia,Mediana,6.23,True
trigo,Murcia,Mediana,8.2,True
cacao,Almeria,Pequeña,8.83,True
banano,Canarias,Mediana,3.86,False
trigo,Murcia,Pequeña,5.4,False
maíz,Murcia,Pequeña,5.76,False
arroz,Canarias,Pequeña,4.04,False
café,Murcia,Mediana,2.41,True
maíz,Granada,Mediana,7.41,True
trigo,Murcia,Grande,2.46,False
maíz,Almeria,Grande,4.22,False
café,Almeria,Pequeña,8.11,False
banano,Granada,Mediana,5.51,True
trigo,Valencia,Grande,9.73,False
arroz,Canarias,Pequeña,8.11,False
trigo,Granada,Pequeña,7.6,False
maíz,Canarias,Mediana,8.79,False
arroz,Granada,Grande,1.21,True
arroz,Valencia,Mediana,1.33,True
café,Granada,Mediana,5.95,False
banano,Almeria,Pequeña,3.81,False
trigo,Granada,Mediana,1.1,True
arroz,Almeria,Grande,1.29,False
cacao,Canarias,Mediana,1.06,False
maíz,Granada,Mediana,8.14,True
arroz,Canarias,Pequeña,7.7,True
maíz,Valencia,Grande,1.32,True
banano,Canarias,Pequeña,7.23,False
cacao,Granada,Mediana,1.65,True
cacao,Valencia,Grande,2.08,True
trigo,Granada,Grande,8.0,True
café,Valencia,Mediana,6.79,True
banano,Murcia,Mediana,8.96,True
cacao,Murcia,Pequeña,7.31,False
café,Granada,Grande,4.77,False
arroz,Granada,Grande,8.41,True
arroz,Valencia,Mediana,9.56,True
cacao,Almeria,Mediana,4.86,False
banano,Canarias,Mediana,9.85,False
café,Granada,Pequeña,7.43,False
arroz,Almeria,Grande,9.13,True
cacao,Canarias,Mediana,7.66,True
maíz,Valencia,Pequeña,1.37,True
cacao,Valencia,Pequeña,3.85,False
cacao,Granada,Pequeña,9.92,True
arroz,Almeria,Grande,5.34,False
cacao,Canarias,Mediana,8.44,True
banano,Granada,Pequeña,7.18,False
café,Murcia,Mediana,1.1,True
cacao,Granada,Grande,9.67,False
café,Canarias,Grande,2.47,True
trigo,Canarias,Mediana,5.82,True
café,Almeria,Pequeña,2.83,True
banano,Murcia,Mediana,9.47,False
maíz,Murcia,Grande,3.23,True
arroz,Canarias,Grande,7.87,False
trigo,Canarias,Pequeña,6.4,True
café,Almeria,Mediana,7.83,True
trigo,Granada,Pequeña,3.02,False
maíz,Canarias,Pequeña,2.45,True
cacao,Valencia,Pequeña,3.45,False
cacao,Valencia,Mediana,1.95,False
banano,Almeria,Pequeña,4.94,False
arroz,Granada,Grande,3.39,False
café,Almeria,Mediana,3.38,True
arroz,Valencia,Grande,2.0,True
trigo,Murcia,Pequeña,1.09,True
arroz,Murcia,Pequeña,6.32,False
cacao,Almeria,Pequeña,3.86,False
trigo,Murcia,Pequeña,8.18,False
café,Canarias,Grande,7.8,True
trigo,Murcia,Pequeña,1.69,False
trigo,Granada,Mediana,6.29,True
banano,Valencia,Mediana,8.41,False
banano,Murcia,Grande,7.72,True
trigo,Canarias,Mediana,3.27,False
maíz,Almeria,Pequeña,4.93,True
café,Almeria,Mediana,7.11,True
arroz,Granada,Pequeña,9.25,True
trigo,Canarias,Mediana,2.4,True
banano,Granada,Grande,5.42,True
trigo,Granada,Grande,3.46,False
arroz,Canarias,Mediana,7.89,True
banano,Canarias,Pequeña,1.34,False
cacao,Murcia,Mediana,4.82,True
banano,Granada,Pequeña,6.66,True
cacao,Granada,Grande,2.78,False
banano,Canarias,Pequeña,8.88,False
cacao,Almeria,Grande,8.04,False
arroz,Granada,Mediana,2.05,False
cacao,Granada,Pequeña,4.78,True
maíz,Almeria,Grande,9.1,True
café,Murcia,Pequeña,6.08,False
café,Valencia,Mediana,3.77,True
café,Almeria,Pequeña,7.72,True
arroz,Canarias,Pequeña,5.22,False
café,Canarias,Mediana,7.35,False
café,Canarias,Grande,9.02,True
arroz,Almeria,Pequeña,3.81,True
arroz,Valencia,Mediana,2.43,False
arroz,Canarias,Pequeña,1.98,True
café,Granada,Grande,2.66,False
cacao,Valencia,Pequeña,3.51,True
banano,Almeria,Pequeña,3.35,True
cacao,Almeria,Pequeña,5.89,False
banano,Almeria,Pequeña,6.12,False
cacao,Murcia,Mediana,5.67,False
café,Murcia,Grande,5.92,True
cacao,Granada,Pequeña,2.97,True
maíz,Valencia,Mediana,2.48,False
maíz,Valencia,Grande,2.21,True
maíz,Canarias,Grande,3.81,True
maíz,Canarias,Mediana,1.76,True
arroz,Canarias,Mediana,6.59,True
maíz,Murcia,Mediana,2.6,True
café,Murcia,Pequeña,2.5,False
cacao,Canarias,Mediana,9.84,False
maíz,Canarias,Grande,5.92,True
arroz,Canarias,Pequeña,5.87,False
banano,Canarias,Mediana,2.4,True
banano,Almeria,Pequeña,2.79,True
cacao,Murcia,Grande,6.51,True
banano,Murcia,Pequeña,2.85,False
arroz,Granada,Mediana,6.74,True
arroz,Canarias,Mediana,3.98,False
trigo,Murcia,Mediana,7.13,True
arroz,Valencia,Grande,5.18,False
banano,Almeria,Pequeña,6.72,True
arroz,Granada,Grande,2.83,True
banano,Murcia,Mediana,3.91,True
cacao,Canarias,Pequeña,2.65,True
maíz,Almeria,Mediana,2.99,True
arroz,Canarias,Mediana,7.35,False
banano,Valencia,Mediana,7.39,True
cacao,Valencia,Pequeña,9.39,True
cacao,Almeria,Mediana,2.08,False
arroz,Granada,Grande,1.26,True
arroz,Almeria,Grande,9.86,False
banano,Granada,Grande,3.75,True
maíz,Almeria,Pequeña,3.12,False
café,Granada,Pequeña,9.97,False
maíz,Granada,Mediana,7.27,False
café,Murcia,Mediana,2.31,True
banano,Valencia,Grande,5.04,False
cacao,Murcia,Pequeña,6.94,True
café,Almeria,Pequeña,2.31,True
trigo,Canarias,Grande,7.59,False
cacao,Murcia,Mediana,4.61,False
trigo,Almeria,Pequeña,6.65,False
maíz,Almeria,Grande,3.82,False
maíz,Canarias,Grande,6.65,True
trigo,Almeria,Pequeña,1.81,True
trigo,Murcia,Mediana,1.66,True
trigo,Almeria,Mediana,9.49,False
banano,Granada,Grande,9.76,True
trigo,Almeria,Grande,9.25,False
banano,Canarias,Pequeña,1.86,False
trigo,Valencia,Grande,1.72,True
maíz,Granada,Mediana,9.09,False
maíz,Granada,Pequeña,7.58,True
cacao,Murcia,Mediana,7.06,False
arroz,Almeria,Mediana,9.2,False
trigo,Valencia,Grande,8.66,False
banano,Canarias,Pequeña,9.86,True
cacao,Canarias,Pequeña,5.13,False
cacao,Granada,Pequeña,1.03,False
maíz,Almeria,Mediana,5.71,False
arroz,Canarias,Pequeña,1.36,False
cacao,Valencia,Pequeña,5.75,True
trigo,Canarias,Grande,5.66,False
arroz,Murcia,Mediana,4.58,True
arroz,Granada,Grande,3.55,True
banano,Valencia,Grande,7.48,False
arroz,Canarias,Mediana,7.82,True
trigo,Granada,Mediana,7.39,True
cacao,Granada,Pequeña,3.92,False
café,Murcia,Grande,4.25,False
arroz,Canarias,Mediana,4.38,False
cacao,Murcia,Pequeña,4.81,True
maíz,Murcia,Grande,6.81,True
banano,Valencia,Grande,1.27,True
arroz,Granada,Grande,6.92,True
banano,Valencia,Grande,6.49,False
banano,Canarias,Mediana,9.73,True
maíz,Canarias,Grande,9.88,True
trigo,Valencia,Pequeña,6.08,True
cacao,Canarias,Grande,1.26,False
maíz,Canarias,Grande,7.28,False
trigo,Almeria,Mediana,2.18,False
maíz,Almeria,Grande,4.44,True
trigo,Valencia,Mediana,2.15,True
arroz,Granada,Pequeña,1.72,True
trigo,Granada,Grande,5.17,True
maíz,Canarias,Grande,2.6,True
arroz,Murcia,Pequeña,4.38,False
trigo,Valencia,Pequeña,2.02,True
café,Almeria,Mediana,5.21,True
maíz,Almeria,Mediana,7.86,True
cacao,Valencia,Mediana,3.58,False
arroz,Granada,Mediana,5.87,True
trigo,Granada,Mediana,4.06,True
trigo,Granada,Pequeña,9.81,False
trigo,Granada,Grande,4.25,False
café,Murcia,Grande,7.95,False
cacao,Granada,Pequeña,3.28,False
café,Granada,Mediana,2.67,True
arroz,Canarias,Mediana,7.6,True
trigo,Almeria,Mediana,4.33,False
cacao,Almeria,Grande,9.08,True
trigo,Murcia,Pequeña,7.54,False
cacao,Murcia,Grande,9.57,True
banano,Murcia,Grande,5.94,False
banano,Valencia,Grande,1.01,True
café,Valencia,Pequeña,1.28,True
café,Canarias,Mediana,9.4,False
banano,Canarias,Pequeña,2.76,True
café,Canarias,Pequeña,5.54,True
cacao,Murcia,Pequeña,2.59,False
trigo,Valencia,Pequeña,7.67,True
arroz,Valencia,Grande,8.88,True
cacao,Valencia,Grande,8.82,True
trigo,Valencia,Grande,7.53,False
cacao,Granada,Grande,7.96,False
trigo,Granada,Pequeña,3.58,True
maíz,Granada,Pequeña,3.78,True
trigo,Canarias,Grande,3.14,True
trigo,Almeria,Pequeña,6.95,True
arroz,Granada,Grande,3.89,False
café,Murcia,Mediana,7.44,True
banano,Valencia,Grande,9.32,False
banano,Murcia,Mediana,5.6,True
maíz,Valencia,Grande,2.67,False
maíz,Murcia,Pequeña,8.56,False
café,Canarias,Grande,5.12,True
arroz,Murcia,Pequeña,8.1,False
banano,Almeria,Grande,4.43,False
café,Murcia,Mediana,2.18,False
arroz,Canarias,Grande,9.05,True
trigo,Valencia,Grande,6.18,True
café,Granada,Grande,7.55,False
cacao,Canarias,Mediana,1.09,True
cacao,Granada,Grande,1.46,True
banano,Almeria,Mediana,4.23,True
trigo,Murcia,Mediana,3.74,False
maíz,Valencia,Grande,5.64,False
arroz,Valencia,Mediana,2.88,True
banano,Canarias,Grande,5.37,True
café,Almeria,Mediana,7.74,False
cacao,Valencia,Grande,9.12,False
trigo,Canarias,Grande,4.36,False
trigo,Almeria,Mediana,6.22,True
café,Granada,Grande,1.18,False
maíz,Granada,Mediana,3.98,True
arroz,Granada,Mediana,1.96,True
banano,Murcia,Grande,7.59,False
maíz,Murcia,Grande,7.8,False
maíz,Granada,Mediana,1.32,True
maíz,Canarias,Pequeña,7.42,True
maíz,Murcia,Pequeña,8.36,True
trigo,Valencia,Grande,5.68,False
cacao,Murcia,Mediana,3.28,True
banano,Murcia,Grande,3.82,False
arroz,Valencia,Grande,7.44,True
banano,Valencia,Pequeña,6.15,False
trigo,Granada,Grande,1.16,False
trigo,Valencia,Grande,6.17,False
trigo,Almeria,Mediana,1.05,True
trigo,Granada,Grande,6.6,True
maíz,Valencia,Pequeña,4.15,True
banano,Valencia,Mediana,7.28,False
café,Canarias,Mediana,2.61,True
trigo,Granada,Pequeña,5.56,True
café,Valencia,Mediana,6.42,False
arroz,Granada,Mediana,7.14,True
arroz,Granada,Grande,3.89,True
cacao,Valencia,Mediana,4.17,False
arroz,Granada,Grande,9.18,True
arroz,Almeria,Grande,1.8,True
maíz,Canarias,Grande,6.69,True
arroz,Canarias,Grande,4.51,True
café,Murcia,Grande,7.83,True
banano,Granada,Mediana,6.11,False
café,Valencia,Grande,1.59,True
banano,Almeria,Mediana,3.72,False
café,Almeria,Pequeña,7.19,True
trigo,Almeria,Mediana,1.21,True
maíz,Canarias,Mediana,5.7,False
banano,Murcia,Mediana,2.57,False
trigo,Murcia,Mediana,6.5,True
maíz,Valencia,Grande,5.23,False
banano,Murcia,Pequeña,8.14,False
trigo,Canarias,Pequeña,1.48,True
cacao,Almeria,Mediana,6.32,False
arroz,Murcia,Mediana,5.37,True
arroz,Granada,Mediana,6.51,False
arroz,Canarias,Pequeña,6.92,False
café,Murcia,Grande,5.84,True
café,Almeria,Grande,4.44,False
banano,Canarias,Grande,7.86,False
cacao,Murcia,Mediana,1.79,False
banano,Almeria,Pequeña,6.89,True
cacao,Valencia,Pequeña,1.24,False
trigo,Granada,Pequeña,4.99,False
arroz,Canarias,Grande,8.69,False
café,Valencia,Mediana,9.76,True
café,Granada,Pequeña,8.91,False
banano,Valencia,Mediana,8.77,True
arroz,Murcia,Pequeña,3.47,False
maíz,Canarias,Mediana,1.55,True
arroz,Canarias,Pequeña,6.68,False
maíz,Granada,Pequeña,7.64,False
arroz,Almeria,Mediana,2.85,True
cacao,Granada,Grande,2.23,True
banano,Valencia,Grande,2.97,True
maíz,Canarias,Mediana,5.94,True
trigo,Almeria,Pequeña,7.82,False
banano,Almeria,Pequeña,1.2,True
arroz,Granada,Grande,5.82,True
trigo,Canarias,Grande,6.16,False
trigo,Almeria,Mediana,2.49,True
trigo,Canarias,Mediana,4.83,True
cacao,Murcia,Pequeña,6.99,False
banano,Granada,Grande,2.09,False
cacao,Valencia,Grande,4.12,True
cacao,Granada,Mediana,9.64,False
arroz,Almeria,Grande,1.8,True
maíz,Almeria,Mediana,8.17,False
arroz,Almeria,Grande,9.97,True
banano,Granada,Mediana,7.67,False
trigo,Almeria,Pequeña,5.02,False
maíz,Valencia,Grande,9.58,False
maíz,Valencia,Grande,4.49,False
café,Canarias,Pequeña,7.32,True
maíz,Granada,Pequeña,2.58,True
arroz,Granada,Grande,8.23,True
trigo,Valencia,Pequeña,4.83,False
cacao,Canarias,Grande,8.42,False
maíz,Murcia,Pequeña,1.28,False
cacao,Canarias,Pequeña,2.02,False
maíz,Canarias,Pequeña,7.19,True
arroz,Canarias,Mediana,8.04,False
trigo,Granada,Grande,4.79,True
café,Valencia,Pequeña,5.11,False
banano,Murcia,Pequeña,7.91,True
arroz,Granada,Pequeña,2.47,False
trigo,Valencia,Mediana,4.18,False
maíz,Granada,Pequeña,2.0,True
arroz,Granada,Mediana,6.46,False
cacao,Canarias,Mediana,7.64,True
trigo,Almeria,Mediana,6.48,False
maíz,Almeria,Grande,4.89,True
cacao,Granada,Mediana,6.84,True
maíz,Valencia,Grande,5.59,False
cacao,Almeria,Grande,7.98,True
café,Canarias,Pequeña,3.42,True
café,Granada,Pequeña,8.08,False
trigo,Canarias,Pequeña,4.27,True
maíz,Canarias,Grande,3.8,False
banano,Murcia,Mediana,5.61,False
banano,Canarias,Pequeña,7.2,True
café,Murcia,Mediana,4.88,False
arroz,Valencia,Pequeña,7.89,True
banano,Canarias,Pequeña,9.78,True
maíz,Valencia,Grande,1.98,False
cacao,Canarias,Grande,7.45,True
banano,Almeria,Grande,8.54,True
banano,Almeria,Pequeña,7.67,True
cacao,Granada,Grande,9.17,False
trigo,Canarias,Mediana,2.57,True
cacao,Granada,Grande,6.53,False
banano,Murcia,Grande,3.97,False
arroz,Murcia,Pequeña,1.67,False
arroz,Almeria,Grande,3.81,True
café,Murcia,Mediana,9.12,True
banano,Granada,Pequeña,2.8,False
arroz,Canarias,Grande,6.18,False
café,Canarias,Mediana,3.53,True
banano,Granada,Mediana,5.39,False
maíz,Granada,Mediana,8.18,True
café,Almeria,Mediana,8.59,False
trigo,Granada,Mediana,3.89,False
banano,Canarias,Grande,9.76,True
maíz,Granada,Grande,8.04,True
café,Canarias,Grande,6.86,False
arroz,Murcia,Mediana,9.23,True
banano,Almeria,Grande,6.66,True
trigo,Murcia,Pequeña,4.29,True
cacao,Granada,Pequeña,9.29,False
arroz,Murcia,Grande,8.46,True
café,Granada,Grande,4.1,False
arroz,Almeria,Pequeña,4.09,True
trigo,Almeria,Mediana,9.53,False
maíz,Granada,Pequeña,6.02,True
maíz,Valencia,Pequeña,6.83,True
cacao,Canarias,Pequeña,6.71,False
trigo,Granada,Grande,4.0,True
café,Granada,Pequeña,5.23,False
café,Almeria,Mediana,1.89,False
café,Murcia,Grande,7.56,True
maíz,Granada,Grande,9.42,True
banano,Murcia,Grande,6.11,False
banano,Granada,Mediana,2.56,True
arroz,Murcia,Pequeña,7.67,False
trigo,Murcia,Grande,9.16,False
trigo,Canarias,Pequeña,1.78,False
banano,Canarias,Pequeña,4.34,False
banano,Valencia,Grande,6.63,True
café,Almeria,Pequeña,8.28,True
maíz,Canarias,Grande,8.6,True
café,Murcia,Pequeña,9.48,False
café,Murcia,Mediana,7.36,False
café,Canarias,Pequeña,7.67,False
trigo,Canarias,Mediana,1.41,False
maíz,Valencia,Grande,8.35,True
maíz,Valencia,Mediana,5.85,True
cacao,Granada,Mediana,1.58,False
arroz,Granada,Mediana,4.47,True
maíz,Canarias,Pequeña,8.66,False
maíz,Valencia,Mediana,4.35,False
cacao,Murcia,Mediana,6.03,False
trigo,Murcia,Pequeña,4.01,True
banano,Valencia,Mediana,6.53,True
cacao,Murcia,Pequeña,5.12,False
maíz,Murcia,Grande,4.87,True
café,Canarias,Mediana,3.53,True
arroz,Valencia,Grande,1.55,False
banano,Granada,Pequeña,8.57,False
cacao,Almeria,Mediana,1.64,True
arroz,Granada,Pequeña,8.49,False
trigo,Canarias,Grande,1.84,False
cacao,Almeria,Mediana,7.77,True
arroz,Almeria,Pequeña,9.0,True
trigo,Granada,Pequeña,7.88,True
café,Granada,Pequeña,7.14,False
arroz,Almeria,Grande,8.45,False
banano,Almeria,Pequeña,8.59,False
café,Canarias,Pequeña,6.45,False
banano,Canarias,Grande,5.08,False
café,Murcia,Pequeña,2.72,True
banano,Murcia,Pequeña,9.34,False
arroz,Almeria,Grande,8.49,True
café,Valencia,Grande,5.99,False
maíz,Valencia,Mediana,3.01,False
banano,Murcia,Pequeña,2.37,False
café,Valencia,Grande,5.43,False
café,Granada,Grande,4.39,False
maíz,Valencia,Grande,3.95,True
banano,Valencia,Mediana,7.35,False
trigo,Valencia,Mediana,8.52,False
maíz,Murcia,Pequeña,8.93,False
trigo,Murcia,Mediana,7.15,True
banano,Almeria,Grande,8.16,False
maíz,Murcia,Grande,1.36,True
café,Murcia,Mediana,9.78,True
café,Murcia,Grande,6.56,False
cacao,Valencia,Grande,9.08,False
arroz,Valencia,Grande,8.8,False
cacao,Murcia,Mediana,2.99,False
cacao,Granada,Grande,2.03,False
trigo,Almeria,Mediana,7.21,True
trigo,Almeria,Grande,6.8,True
banano,Murcia,Mediana,2.8,False
café,Valencia,Pequeña,8.07,True
banano,Murcia,Pequeña,7.68,False
cacao,Granada,Grande,7.42,True
trigo,Almeria,Grande,7.38,True
maíz,Murcia,Grande,3.61,False
trigo,Canarias,Grande,7.75,False
maíz,Canarias,Pequeña,3.8,True
arroz,Granada,Mediana,6.68,False
arroz,Almeria,Mediana,1.71,True
trigo,Almeria,Grande,6.86,False
maíz,Almeria,Mediana,6.52,False
trigo,Almeria,Mediana,3.32,False
trigo,Murcia,Mediana,5.81,False
trigo,Granada,Grande,3.55,False
cacao,Murcia,Mediana,7.9,True
trigo,Canarias,Grande,7.4,True
banano,Murcia,Pequeña,5.41,True
maíz,Valencia,Pequeña,4.5,False
arroz,Murcia,Pequeña,5.63,False
trigo,Canarias,Mediana,3.97,True
maíz,Canarias,Mediana,3.24,True
cacao,Canarias,Mediana,1.66,True
maíz,Granada,Grande,1.34,True
trigo,Valencia,Mediana,4.72,True
café,Granada,Grande,8.6,True
maíz,Almeria,Mediana,1.22,True
arroz,Valencia,Pequeña,3.27,False
maíz,Valencia,Grande,8.48,False
trigo,Valencia,Mediana,9.84,True
arroz,Valencia,Grande,1.68,True
banano,Granada,Pequeña,5.35,True
banano,Granada,Grande,1.23,False
trigo,Canarias,Mediana,7.68,False
café,Murcia,Pequeña,2.15,False
banano,Valencia,Grande,1.16,False
arroz,Valencia,Mediana,7.46,True
banano,Granada,Mediana,9.4,True
arroz,Almeria,Grande,9.78,False
arroz,Canarias,Mediana,7.58,True
maíz,Valencia,Grande,5.98,True
arroz,Canarias,Grande,2.68,True
trigo,Almeria,Mediana,8.52,True
banano,Canarias,Pequeña,8.84,False
trigo,Valencia,Pequeña,5.32,False
trigo,Almeria,Pequeña,6.01,False
banano,Canarias,Pequeña,1.08,True
banano,Granada,Grande,9.92,False
maíz,Almeria,Grande,3.23,False
café,Granada,Grande,8.0,True
arroz,Granada,Grande,2.14,False
trigo,Valencia,Pequeña,6.74,True
cacao,Granada,Mediana,8.06,True
maíz,Canarias,Pequeña,9.16,True
arroz,Canarias,Grande,6.83,True
cacao,Canarias,Mediana,4.18,True
cacao,Granada,Grande,6.64,True
café,Granada,Mediana,2.16,False
cacao,Almeria,Mediana,1.84,False
trigo,Murcia,Mediana,2.02,True
trigo,Valencia,Grande,8.27,True
café,Almeria,Grande,1.86,False
maíz,Murcia,Pequeña,6.67,True
arroz,Valencia,Pequeña,2.16,False
café,Valencia,Pequeña,3.73,True
trigo,Canarias,Mediana,6.02,False
arroz,Valencia,Mediana,7.36,False
trigo,Granada,Grande,9.96,True
banano,Almeria,Grande,3.49,False
trigo,Canarias,Grande,9.15,False
trigo,Murcia,Mediana,2.08,False
arroz,Canarias,Mediana,2.8,False
café,Almeria,Grande,7.1,False
banano,Canarias,Grande,6.66,False
banano,Murcia,Mediana,7.33,True
trigo,Granada,Grande,3.98,False
